final score,7017232: I am a gamer.,7017233: How many days per week do you game?,7017234: How often do you game in a team?,7017235: List the top 5 games you play with the most frequent first.,7017236: Does your gaming make you a better team player? How?,CODE,Gamer Group
91,True,5.0,Most of the time,"Tetris,Rocket League,,,","I would say when I'm playing solo queue I am definitely not a better team player because I can't actually visualize that the people I'm playing with are real people or talk to them, so it allows me to get angry easier. However, when I'm playing in voice chat it does **help** because the tilt can get really bad and you have to be a good teammate to work through it. Pretty much the only game I play is Rocket League and I have thousands of hours at this point.",INT-OTH,High Frequency
91,True,5.0,Most of the time,"Tetris,Rocket League,,,","I would say when I'm playing **solo** queue I am definitely not a better team player because I can't actually visualize that the people I'm playing with are real people or talk to them, so it allows me to get angry easier. However, when I'm playing in voice chat it does help because the tilt can get really bad and you have to be a good teammate to work through it. Pretty much the only game I play is Rocket League and I have thousands of hours at this point.",DEF-SLO,High Frequency
91,True,5.0,Most of the time,"Tetris,Rocket League,,,","I would say when I'm playing solo queue I am definitely not a better team player because I can't actually visualize that the people I'm playing with are real people or talk to them, so it allows me to get **angry** easier. However, when I'm playing in voice chat it does help because the tilt can get really bad and you have to be a good teammate to work through it. Pretty much the only game I play is Rocket League and I have thousands of hours at this point.",DEF-IRR,High Frequency
91,True,4.0,Never,"terraria,Elden ring,minecraft,Mtg arena,sekiro shadows die twice",I don't really play team games so personally I don't think gaming makes me a better **team player**.,INT-GRP,High Frequency
92,True,2.0,Half of the time,"Breath of the Wild,Switch Sports,Jackbox,Overwatch,It Takes Two","Growing up, I had a lot of hyper-competitive friends. Because of this, usually when we played games together like Super Smash Bros or Mario Kart, it was just a matter of time before my competitive friends started to get mad because they were losing. I am someone who gets my fun from hanging out with my friends when they are all having fun. As a general principle, when I start losing in a game, especially a co-op game, that is when my sense of team morale is at its peak. I usually find the other person who is losing just as poorly and turn it into a ""losing together"" sort of situation, where hey, maybe we aren't the top of the top, but that doesn't mean we can't have fun. I have a strong belief in the idea of ""at least we are losing together,"" and I think playing games with others, both every man for himself and team-based, is what has allowed me to take such a positive outlook on **working as a team**, especially when things are tough and you may not be doing so well.",CLB-COP,Low Frequency
92,True,2.0,Half of the time,"Breath of the Wild,Switch Sports,Jackbox,Overwatch,It Takes Two","Growing up, I had a lot of hyper-competitive friends. Because of this, usually when we played games together like Super Smash Bros or Mario Kart, it was just a matter of time before my competitive friends started to get mad because they were losing. I am someone who gets my fun from hanging out with my friends when they are all having fun. As a general principle, when I start losing in a game, especially a co-op game, that is when my sense of team **morale** is at its peak. I usually find the other person who is losing just as poorly and turn it into a ""losing together"" sort of situation, where hey, maybe we aren't the top of the top, but that doesn't mean we can't have fun. I have a strong belief in the idea of ""at least we are losing together,"" and I think playing games with others, both every man for himself and team-based, is what has allowed me to take such a positive outlook on working as a team, especially when things are tough and you may not be doing so well.",CLB-CMR,Low Frequency
92,True,2.0,Half of the time,"Breath of the Wild,Switch Sports,Jackbox,Overwatch,It Takes Two","Growing up, I had a lot of hyper-competitive friends. Because of this, usually when we played games together like Super Smash Bros or Mario Kart, it was just a matter of time before my competitive friends started to get mad because they were losing. I am someone who gets my fun from hanging out with my friends when they are all having fun. As a general principle, when I start losing in a game, especially a **co-op** game, that is when my sense of team morale is at its peak. I usually find the other person who is losing just as poorly and turn it into a ""losing together"" sort of situation, where hey, maybe we aren't the top of the top, but that doesn't mean we can't have fun. I have a strong belief in the idea of ""at least we are losing together,"" and I think playing games with others, both every man for himself and team-based, is what has allowed me to take such a positive outlook on working as a team, especially when things are tough and you may not be doing so well.",INT-GRP,Low Frequency
92,True,2.0,Half of the time,"Breath of the Wild,Switch Sports,Jackbox,Overwatch,It Takes Two","Growing up, I had a lot of hyper-competitive friends. Because of this, usually when we played games together like Super Smash Bros or Mario Kart, it was just a matter of time before my competitive friends started to get mad because they were losing. I am someone who gets my fun from hanging out with my friends when they are all having fun. As a general principle, when I start losing in a game, especially a co-op game, that is when my sense of team **morale** is at its peak. I usually find the other person who is losing just as poorly and turn it into a ""losing together"" sort of situation, where hey, maybe we aren't the top of the top, but that doesn't mean we can't have fun. I have a strong belief in the idea of ""at least we are losing together,"" and I think playing games with others, both every man for himself and team-based, is what has allowed me to take such a **positive** outlook on working as a team, especially when things are tough and you may not be doing so well.",INT-ENC,Low Frequency
92,True,2.0,Half of the time,"Breath of the Wild,Switch Sports,Jackbox,Overwatch,It Takes Two","Growing up, I had a lot of hyper-competitive friends. Because of this, usually when we played games together like Super Smash Bros or Mario Kart, it was just a matter of time before my competitive friends started to get **mad** because they were losing. I am someone who gets my fun from hanging out with my friends when they are all having fun. As a general principle, when I start losing in a game, especially a co-op game, that is when my sense of team morale is at its peak. I usually find the other person who is losing just as poorly and turn it into a ""losing together"" sort of situation, where hey, maybe we aren't the top of the top, but that doesn't mean we can't have fun. I have a strong belief in the idea of ""at least we are losing together,"" and I think playing games with others, both every man for himself and team-based, is what has allowed me to take such a positive outlook on working as a team, especially when things are tough and you may not be doing so well.",DEF-IRR,Low Frequency
92,True,2.0,Half of the time,"Breath of the Wild,Switch Sports,Jackbox,Overwatch,It Takes Two","Growing up, I had a lot of hyper-competitive friends. Because of this, usually when we played games together like Super Smash Bros or Mario Kart, it was just a matter of time before my competitive friends started to get mad because they were losing. I am someone who gets my fun from hanging out with my friends when they are all having fun. As a general principle, when I start losing in a game, especially a co-op game, that is when my sense of team morale is at its peak. I usually find the other person who is losing just as poorly and turn it into a ""losing together"" sort of situation, where hey, maybe we aren't the top of the top, but that doesn't **mean** we can't have fun. I have a strong belief in the idea of ""at least we are losing together,"" and I think playing games with others, both every man for himself and team-based, is what has allowed me to take such a positive outlook on working as a team, especially when things are tough and you may not be doing so well.",DEF-ISO,Low Frequency
92,True,5.0,Most of the time,"Call of Duty,Multiversus,Rocket League,Fortnite,League of Legends","I believe that gaming does make you a better team player because you are almost always working with friends to accomplish some sort of **goal**, depending on the game.",PRO-GOL,High Frequency
92,True,5.0,Most of the time,"Call of Duty,Multiversus,Rocket League,Fortnite,League of Legends","I believe that gaming does make you a better **team player** because you are almost always working with friends to accomplish some sort of goal, depending on the game.",INT-GRP,High Frequency
92,True,5.0,Most of the time,"Apex Legends,MLB The Show,Call of Duty,Madden,NBA","I do believe my style of gaming makes you a better team player. I am big about keeping everyone on the **objective**, good at thinking on the spot for solutions to problems that come up. I always try to find the best possible case scenario for the team, team first, and it should always be like a family",PRO-GOL,High Frequency
92,True,5.0,Most of the time,"Apex Legends,MLB The Show,Call of Duty,Madden,NBA","I do believe my style of gaming makes you a better **team player**. I am big about keeping everyone on the objective, good at thinking on the spot for solutions to problems that come up. I always try to find the best possible case scenario for the team, team first, and it should always be like a family",INT-GRP,High Frequency
92,True,1.0,Most of the time,"Apex Legends,Sea of Thieves,CSGO,Subnautica ,Minecraft","Yes, it does, I have learned many teamwork skills from playing games. My friends and I have created many Minecraft servers where we try to beat it as **quickly** as possible. I have learned how to **effectively communicate** with my team members. Also with CSGO, I learned to have very frequent communication so my team of 5 could outplay and out maneuver the opposing team. ",COM-EFF,Low Frequency
92,True,1.0,Most of the time,"Apex Legends,Sea of Thieves,CSGO,Subnautica ,Minecraft","Yes, it does, I have learned many teamwork **skills** from playing games. My friends and I have created many Minecraft servers where we try to beat it as quickly as possible. I have learned how to effectively communicate with my team members. Also with CSGO, I learned to have very frequent communication so my team of 5 could outplay and out maneuver the opposing team. ",CLB-MNG,Low Frequency
92,True,1.0,Most of the time,"Apex Legends,Sea of Thieves,CSGO,Subnautica ,Minecraft","Yes, it does, I have learned many **teamwork** skills from playing games. My friends and I have created many Minecraft servers where we try to beat it as quickly as possible. I have learned how to effectively communicate with my team members. Also with CSGO, I learned to have very frequent communication so my team of 5 could outplay and out maneuver the opposing team. ",INT-GRP,Low Frequency
92,True,4.0,Always,"CSGO,Valorant,Payday 2,Call of Duty,Apex",Gaming has taught me communication and team playin **skills**. As well as focusing on a broad goal rather than my own personal goals.,CLB-MNG,High Frequency
92,True,4.0,Always,"CSGO,Valorant,Payday 2,Call of Duty,Apex",Gaming has taught me communication and team playin skills. As well as focusing on a broad **goal** rather than my own personal goals.,PRO-GOL,High Frequency
93,True,7.0,Some of the time,"Doom Eternal,DOOM II (1994),Garry's Mod,Final Fantasy VII (1997),SimCity 4","Yes. My gaming forces me to interact with other players on levels of experience both above and below mine. As a beginner, I am forced to learn and be humbled by more experienced players. As I gain experience, I gain breadth in my gaming **skills** and learn to communicate and pass knowledge to other players.",CLB-MNG,High Frequency
93,True,7.0,Some of the time,"Sea of Thieves,ARK: Survival Evolved,Dead by Daylight,Elden Ring,Dark Souls 3","Yes. Although most of the games I play are at the very least manageable alone, my top two (especially ARK) are MUCH easier when you share the work and have a group. Just like team projects, when you have multiple people all contributing you can pool your resources and progress much faster than you could alone. Although I do tend to have fun alone, it's absolutely less **efficient** and my gaming reinforces that if I want to actually get things done, I need to work with others. It's also close to impossible to take on the hardest challenges alone in these games, so working in a team is required for large scale efforts. ",COM-EFF,High Frequency
93,True,7.0,Some of the time,"Sea of Thieves,ARK: Survival Evolved,Dead by Daylight,Elden Ring,Dark Souls 3","Yes. Although most of the games I play are at the very least manageable alone, my top two (especially ARK) are MUCH easier when you share the work and have a **group**. Just like **team projects**, when you have multiple people all contributing you can pool your resources and progress much faster than you could alone. Although I do tend to have fun alone, it's absolutely less efficient and my gaming reinforces that if I want to actually get things done, I need to work with others. It's also close to impossible to take on the hardest challenges alone in these games, so working in a team is required for large scale efforts. ",INT-GRP,High Frequency
93,True,7.0,Some of the time,"Sea of Thieves,ARK: Survival Evolved,Dead by Daylight,Elden Ring,Dark Souls 3","Yes. Although most of the games I play are at the very least manageable **alone**, my top two (especially ARK) are MUCH easier when you share the work and have a group. Just like team projects, when you have multiple people all contributing you can pool your resources and progress much faster than you could **alone**. Although I do tend to have fun **alone**, it's absolutely less efficient and my gaming reinforces that if I want to actually get things done, I need to work with others. It's also close to impossible to take on the hardest challenges **alone** in these games, so working in a team is required for large scale efforts. ",DEF-SLO,High Frequency
94,True,2.0,Always,"Dota2,CsGO,NA,NA,NA","Definitely. I play team games so in order to succeed I have to work well within the team. If I don't, we struggle which kinda defeats the **purpose** of having fun and playing the game.",PRO-GOL,Low Frequency
94,False,1.0,Some of the time,"na,rocket league,na,na,na","I feel like it definitely has potential to make myself a better **team player**. This is because when you work with others, you can do better and be stronger than if you were to be on your own.  ",INT-GRP,Low Frequency
94,True,4.0,Some of the time,"Magic: The Gathering,Stardew Valley,Pokemon,Minecraft,Titanfall 2","I would say gaming makes me a better team player in some ways. Playing a **cooperative** game with a team does a good job when it comes to assigning a goal for the team to reach and incentivizing them to work for it, through collectibles or fame or just the thrill of victory. This gives gamers opportunity and reason to **collaborate** where they sometimes wouldn't, and teaches them how to work with others to reach a goal with as few bumps in the road as possible.",CLB-COP,High Frequency
94,True,4.0,Some of the time,"Magic: The Gathering,Stardew Valley,Pokemon,Minecraft,Titanfall 2","I would say gaming makes me a better team player in some ways. Playing a cooperative game with a team does a good job when it comes to assigning a **goal** for the team to reach and incentivizing them to work for it, through collectibles or fame or just the thrill of victory. This gives gamers opportunity and reason to collaborate where they sometimes wouldn't, and teaches them how to work with others to reach a **goal** with as few bumps in the road as possible.",PRO-GOL,High Frequency
94,True,4.0,Some of the time,"Magic: The Gathering,Stardew Valley,Pokemon,Minecraft,Titanfall 2","I would say gaming makes me a better **team player** in some ways. Playing a cooperative game with a team does a good job when it comes to assigning a goal for the team to reach and incentivizing them to work for it, through collectibles or fame or just the thrill of victory. This gives gamers opportunity and reason to collaborate where they sometimes wouldn't, and teaches them how to work with others to reach a goal with as few bumps in the road as possible.",INT-GRP,High Frequency
94,True,2.0,Half of the time,"Binding of Isaac,DotA 2,Age of Empires III,Counter Strike: Global Offesnive,Dark Souls 3","Yes.

In DotA, you are in teams of 5, and unless you are the greatest player ever, you will not win without **cooperating** with your team. This comes with harsh name calling, intentionally losing the game, DDoS attacks (not as frequent), and most of all stubbornness.
Learning to manage this in a team setting and keep your cool while 5 different idea's clash to try and win is difficult, but when everyone can put aside their differences it becomes a **harmony** of success and even if your team on paper is worse, you may still win with **cooperation**. Learning to take these different ideas and mold your own around them allows to see the game from a new perspective and improve your own skills.",CLB-COP,Low Frequency
94,True,2.0,Half of the time,"Binding of Isaac,DotA 2,Age of Empires III,Counter Strike: Global Offesnive,Dark Souls 3","Yes.

In DotA, you are in teams of 5, and unless you are the greatest player ever, you will not win without cooperating with your team. This comes with harsh name calling, intentionally losing the game, DDoS attacks (not as frequent), and most of all stubbornness.
Learning to manage this in a team setting and keep your cool while 5 different idea's clash to try and win is difficult, but when everyone can put aside their differences it becomes a harmony of success and even if your team on paper is worse, you may still win with cooperation. Learning to take these different ideas and mold your own around them allows to see the game from a new perspective and improve your own **skills**.",CLB-MNG,Low Frequency
94,True,2.0,Half of the time,"Binding of Isaac,DotA 2,Age of Empires III,Counter Strike: Global Offesnive,Dark Souls 3","Yes.

In DotA, you are in **teams** of 5, and unless you are the greatest player ever, you will not win without cooperating with your team. This comes with harsh name calling, intentionally losing the game, DDoS attacks (not as frequent), and most of all stubbornness.
Learning to manage this in a team setting and keep your cool while 5 different idea's clash to try and win is difficult, but when everyone can put aside their differences it becomes a harmony of success and even if your team on paper is worse, you may still win with cooperation. Learning to take these different ideas and mold your own around them allows to see the game from a new perspective and improve your own skills.",INT-GRP,Low Frequency
94,True,2.0,Half of the time,"Binding of Isaac,DotA 2,Age of Empires III,Counter Strike: Global Offesnive,Dark Souls 3","Yes.

In DotA, you are in teams of 5, and unless you are the greatest player ever, you will not win without cooperating with your team. This comes with harsh name calling, intentionally losing the game, DDoS attacks (not as frequent), and most of all stubbornness.
Learning to manage this in a team setting and keep your cool while 5 different idea's clash to try and win is difficult, but when everyone can put aside their differences it becomes a harmony of success and even if your team on paper is worse, you may still win with cooperation. Learning to take these different ideas and mold your own around them allows to see the game from a new **perspective** and improve your own skills.",INT-PER,Low Frequency
94,True,5.0,Most of the time,"Escape from Tarkov,League Of Legends,Minecraft,Rainbow Six Seige,Mass effect saga",It encourages me to better understand what others are thinking and how their actions impact mine in a competitive environment.,UNCODED,High Frequency
94,True,3.0,Some of the time,"Deus Ex,Dead By Daylight,Apex Legends,Metroid Dread ,Overwatch","I think playing games has helped me be better in teams. Gaming with friends had helped me **coordinate** with actions to succeed more than playing alone. Often times, being in a team has helped us win or just act as a better part of a whole, splitting responsibilities and listening to and helping each other. Most of the games we play together online are **cooperative**, and we have succeeded more together than when we play individually.  Other times, trying to be a team had accidentally and hilariously gotten us all killed faster. I think overall playing games in a team has helped me though, and I hope it leads to more success in this class.",CLB-COP,Low Frequency
94,True,3.0,Some of the time,"Deus Ex,Dead By Daylight,Apex Legends,Metroid Dread ,Overwatch","I think playing games has helped me be better in **teams**. Gaming with friends had helped me coordinate with actions to succeed more than playing alone. Often times, being in a team has helped us win or just act as a better part of a whole, splitting responsibilities and listening to and helping each other. Most of the games we play together online are cooperative, and we have succeeded more together than when we play individually.  Other times, trying to be a team had accidentally and hilariously gotten us all killed faster. I think overall playing games in a team has helped me though, and I hope it leads to more success in this class.",INT-GRP,Low Frequency
94,True,3.0,Some of the time,"Deus Ex,Dead By Daylight,Apex Legends,Metroid Dread ,Overwatch","I think playing games has helped me be better in teams. Gaming with friends had helped me coordinate with actions to succeed more than playing **alone**. Often times, being in a team has helped us win or just act as a better part of a whole, splitting responsibilities and listening to and helping each other. Most of the games we play together online are cooperative, and we have succeeded more together than when we play individually.  Other times, trying to be a team had accidentally and hilariously gotten us all killed faster. I think overall playing games in a team has helped me though, and I hope it leads to more success in this class.",DEF-SLO,Low Frequency
95,True,7.0,Most of the time,"League of Legends,VALORANT,Nancy Drew,Rune Factory 2: A Fantasy Harvest Moon,New Super Mario Bros Wii","I think so. Especially in VALORANT and League, games are two teams of five players. I like to play with four of my friends (usually friends that are much better than I am), or solo queueing competitive matches. Sometimes maybe a duo. When I'm playing with my friends that are much better than I am, I'm not one to just allow them to do all the work. I am always asking for advice on how to improve in between rounds, and then after games doing reviews of my games and even going through video playback to see what I did right and what I could improve on and HOW. Then, I will go to the range and practice my aim, or in the practice tool to practice farming minions. It's ok for me to not be immediately good when I've never played FPS or MOBA games before. I didn't grow up playing them. But I do take the time to improve my skills and I greatly appreciate my friends that are cool with me asking them for some coaching advice. I also realize that while I am improving my skills, I want to find my niche in the team when we 5-man. In VALORANT I usually either play Skye or Viper, dependent on the map. As Skye I can heal, flash enemies, and scout/concuss enemies and get some recon. I can use my abilities to help my friends enter site who have really good aim. I also have found ways to use my utility to **clutch** rounds when I'm the last player standing. In large maps where walls/impairing vision is important, I play Viper. I don't have as much utility to help my team if I can't aim very well that day, but never underestimate the importance of a well-placed and timed wall. I also can shoot poison so that's helpful. In most other activities I am one of the top contenders, so FPS/skill shot games are interesting to me because I'm not as talented at them right off the bat. I do take the time to improve, but it's cool to have to work harder at something than I normally do. ",COM-PSR,High Frequency
95,True,7.0,Most of the time,"League of Legends,VALORANT,Nancy Drew,Rune Factory 2: A Fantasy Harvest Moon,New Super Mario Bros Wii","I think so. Especially in VALORANT and League, games are two teams of five players. I like to play with four of my friends (usually friends that are much better than I am), or solo queueing competitive matches. Sometimes maybe a duo. When I'm playing with my friends that are much better than I am, I'm not one to just allow them to do all the work. I am always asking for advice on how to improve in between rounds, and then after games doing reviews of my games and even going through video playback to see what I did right and what I could improve on and HOW. Then, I will go to the range and practice my aim, or in the practice tool to practice farming minions. It's ok for me to not be immediately good when I've never played FPS or MOBA games before. I didn't grow up playing them. But I do take the time to improve my **skills** and I greatly appreciate my friends that are cool with me asking them for some coaching advice. I also realize that while I am improving my **skills**, I want to find my niche in the team when we 5-man. In VALORANT I usually either play Skye or Viper, dependent on the map. As Skye I can heal, flash enemies, and scout/concuss enemies and get some recon. I can use my **abilities** to help my friends enter site who have really good aim. I also have found ways to use my **utility** to clutch rounds when I'm the last player standing. In large maps where walls/impairing vision is important, I play Viper. I don't have as much **utility** to help my team if I can't aim very well that day, but never underestimate the importance of a well-placed and timed wall. I also can shoot poison so that's helpful. In most other activities I am one of the top contenders, so FPS/skill shot games are interesting to me because I'm not as talented at them right off the bat. I do take the time to improve, but it's cool to have to work harder at something than I normally do. ",CLB-MNG,High Frequency
95,True,7.0,Most of the time,"League of Legends,VALORANT,Nancy Drew,Rune Factory 2: A Fantasy Harvest Moon,New Super Mario Bros Wii","I think so. Especially in VALORANT and League, games are two teams of five players. I like to play with four of my friends (usually friends that are much better than I am), or solo queueing competitive matches. Sometimes maybe a duo. When I'm playing with my friends that are much better than I am, I'm not one to just allow them to do all the work. I am always asking for advice on how to improve in between rounds, and then after games doing reviews of my games and even going through video playback to see what I did right and what I could improve on and HOW. Then, I will go to the range and practice my **aim**, or in the practice tool to practice farming minions. It's ok for me to not be immediately good when I've never played FPS or MOBA games before. I didn't grow up playing them. But I do take the time to improve my skills and I greatly appreciate my friends that are cool with me asking them for some coaching advice. I also realize that while I am improving my skills, I want to find my niche in the team when we 5-man. In VALORANT I usually either play Skye or Viper, dependent on the map. As Skye I can heal, flash enemies, and scout/concuss enemies and get some recon. I can use my abilities to help my friends enter site who have really good **aim**. I also have found ways to use my utility to clutch rounds when I'm the last player standing. In large maps where walls/impairing vision is important, I play Viper. I don't have as much utility to help my team if I can't **aim** very well that day, but never underestimate the importance of a well-placed and timed wall. I also can shoot poison so that's helpful. In most other activities I am one of the top contenders, so FPS/skill shot games are interesting to me because I'm not as talented at them right off the bat. I do take the time to improve, but it's cool to have to work harder at something than I normally do. ",PRO-GOL,High Frequency
95,True,7.0,Most of the time,"League of Legends,VALORANT,Nancy Drew,Rune Factory 2: A Fantasy Harvest Moon,New Super Mario Bros Wii","I think so. Especially in VALORANT and League, games are two **teams** of five players. I like to play with four of my friends (usually friends that are much better than I am), or solo queueing competitive matches. Sometimes maybe a duo. When I'm playing with my friends that are much better than I am, I'm not one to just allow them to do all the work. I am always asking for advice on how to improve in between rounds, and then after games doing reviews of my games and even going through video playback to see what I did right and what I could improve on and HOW. Then, I will go to the range and practice my aim, or in the practice tool to practice farming minions. It's ok for me to not be immediately good when I've never played FPS or MOBA games before. I didn't grow up playing them. But I do take the time to improve my skills and I greatly appreciate my friends that are cool with me asking them for some coaching advice. I also realize that while I am improving my skills, I want to find my niche in the team when we 5-man. In VALORANT I usually either play Skye or Viper, dependent on the map. As Skye I can heal, flash enemies, and scout/concuss enemies and get some recon. I can use my abilities to help my friends enter site who have really good aim. I also have found ways to use my utility to clutch rounds when I'm the last player standing. In large maps where walls/impairing vision is important, I play Viper. I don't have as much utility to help my team if I can't aim very well that day, but never underestimate the importance of a well-placed and timed wall. I also can shoot poison so that's helpful. In most other activities I am one of the top contenders, so FPS/skill shot games are interesting to me because I'm not as talented at them right off the bat. I do take the time to improve, but it's cool to have to work harder at something than I normally do. ",INT-GRP,High Frequency
95,True,7.0,Most of the time,"League of Legends,VALORANT,Nancy Drew,Rune Factory 2: A Fantasy Harvest Moon,New Super Mario Bros Wii","I think so. Especially in VALORANT and League, games are two teams of five players. I like to play with four of my friends (usually friends that are much better than I am), or solo queueing competitive matches. Sometimes maybe a duo. When I'm playing with my friends that are much better than I am, I'm not one to just allow them to do all the work. I am always asking for advice on how to improve in between rounds, and then after games doing reviews of my games and even going through video playback to see what I did right and what I could improve on and HOW. Then, I will go to the range and practice my aim, or in the practice tool to practice farming minions. It's ok for me to not be immediately good when I've never played FPS or MOBA games before. I didn't grow up playing them. But I do take the time to improve my skills and I greatly appreciate my friends that are cool with me asking them for some coaching advice. I also realize that while I am improving my skills, I want to find my niche in the team when we 5-man. In VALORANT I usually either play Skye or Viper, dependent on the map. As Skye I can heal, flash enemies, and scout/concuss enemies and get some recon. I can use my abilities to **help** my friends enter site who have really good aim. I also have found ways to use my utility to clutch rounds when I'm the last player standing. In large maps where walls/impairing vision is important, I play Viper. I don't have as much utility to **help** my team if I can't aim very well that day, but never underestimate the importance of a well-placed and timed wall. I also can shoot poison so that's helpful. In most other activities I am one of the top contenders, so FPS/skill shot games are interesting to me because I'm not as talented at them right off the bat. I do take the time to improve, but it's cool to have to work harder at something than I normally do. ",INT-OTH,High Frequency
95,True,7.0,Most of the time,"League of Legends,VALORANT,Nancy Drew,Rune Factory 2: A Fantasy Harvest Moon,New Super Mario Bros Wii","I think so. Especially in VALORANT and League, games are two teams of five players. I like to play with four of my friends (usually friends that are much better than I am), or **solo** queueing competitive matches. Sometimes maybe a duo. When I'm playing with my friends that are much better than I am, I'm not one to just allow them to do all the work. I am always asking for advice on how to improve in between rounds, and then after games doing reviews of my games and even going through video playback to see what I did right and what I could improve on and HOW. Then, I will go to the range and practice my aim, or in the practice tool to practice farming minions. It's ok for me to not be immediately good when I've never played FPS or MOBA games before. I didn't grow up playing them. But I do take the time to improve my skills and I greatly appreciate my friends that are cool with me asking them for some coaching advice. I also realize that while I am improving my skills, I want to find my niche in the team when we 5-man. In VALORANT I usually either play Skye or Viper, dependent on the map. As Skye I can heal, flash enemies, and scout/concuss enemies and get some recon. I can use my abilities to help my friends enter site who have really good aim. I also have found ways to use my utility to clutch rounds when I'm the last player standing. In large maps where walls/impairing vision is important, I play Viper. I don't have as much utility to help my team if I can't aim very well that day, but never underestimate the importance of a well-placed and timed wall. I also can shoot poison so that's helpful. In most other activities I am one of the top contenders, so FPS/skill shot games are interesting to me because I'm not as talented at them right off the bat. I do take the time to improve, but it's cool to have to work harder at something than I normally do. ",DEF-SLO,High Frequency
95,True,5.0,Most of the time,"Terraria,Destiny 2,Hollow Knight,League of Legends,Others","I think it can help for sure. Especially with certain games such as Destiny 2, you have to **work together** and communicate as a team to solve a puzzle or raid encounter.",CLB-COP,High Frequency
95,True,5.0,Most of the time,"Terraria,Destiny 2,Hollow Knight,League of Legends,Others","I think it can **help** for sure. Especially with certain games such as Destiny 2, you have to work together and communicate as a team to solve a puzzle or raid encounter.",INT-OTH,High Frequency
95,True,3.0,Most of the time,"Apex,Destiny 2,Valorant,Cult of the Lamb,",Gaming helps me develop communication **skills** in order to properly inform my teammates where the enemies are to allow us to perform better as a team. It also requires us to work around and with each other with the various ways we attack problems.,CLB-MNG,Low Frequency
96,True,4.0,Most of the time,"Minesweeper,Team Fortress 2,Hollow Knight,VR Chat,Plants vs. Zombies","I've encountered teamwork in gaming in two ways. The first is the **direct** strategy where you communicate with your teammates to come up with a plan to win. The second would be through emergence.

Team Fortress 2 is a very good example where most classes have major weaknesses that either make them perform poorly alone or struggle against large groups of opponents.

I'd say not only does gaming help me keep up with my team, but it also keeps me in check from going rogue.",COM-CLR,High Frequency
96,True,4.0,Most of the time,"Minesweeper,Team Fortress 2,Hollow Knight,VR Chat,Plants vs. Zombies","I've encountered teamwork in gaming in two ways. The first is the direct **strategy** where you communicate with your teammates to come up with a **plan** to win. The second would be through emergence.

Team Fortress 2 is a very good example where most classes have major weaknesses that either make them perform poorly alone or struggle against large groups of opponents.

I'd say not only does gaming help me keep up with my team, but it also keeps me in check from going rogue.",PRO-STR,High Frequency
96,True,4.0,Most of the time,"Minesweeper,Team Fortress 2,Hollow Knight,VR Chat,Plants vs. Zombies","I've encountered **teamwork** in gaming in two ways. The first is the direct strategy where you communicate with your teammates to come up with a plan to win. The second would be through emergence.

Team Fortress 2 is a very good example where most classes have major weaknesses that either make them perform poorly alone or struggle against large groups of opponents.

I'd say not only does gaming help me keep up with my team, but it also keeps me in check from going rogue.",INT-GRP,High Frequency
96,True,4.0,Most of the time,"Minesweeper,Team Fortress 2,Hollow Knight,VR Chat,Plants vs. Zombies","I've encountered teamwork in gaming in two ways. The first is the direct strategy where you communicate with your teammates to come up with a plan to win. The second would be through emergence.

Team Fortress 2 is a very good example where most classes have major weaknesses that either make them perform poorly alone or struggle against large groups of opponents.

I'd say not only does gaming **help** me keep up with my team, but it also keeps me in check from going rogue.",INT-OTH,High Frequency
96,True,4.0,Most of the time,"Minesweeper,Team Fortress 2,Hollow Knight,VR Chat,Plants vs. Zombies","I've encountered teamwork in gaming in two ways. The first is the direct strategy where you communicate with your teammates to come up with a plan to win. The second would be through emergence.

Team Fortress 2 is a very good example where most classes have major weaknesses that either make them perform poorly **alone** or struggle against large groups of opponents.

I'd say not only does gaming help me keep up with my team, but it also keeps me in check from going rogue.",DEF-SLO,High Frequency
96,True,4.0,Most of the time,"Minesweeper,Team Fortress 2,Hollow Knight,VR Chat,Plants vs. Zombies","I've encountered teamwork in gaming in two ways. The first is the direct strategy where you communicate with your teammates to come up with a plan to win. The second would be through emergence.

Team Fortress 2 is a very good example where most classes have major weaknesses that either make them perform poorly alone or struggle against large groups of opponents.

I'd say not only does gaming help me keep up with my team, but it also keeps me in check from going **rogue**.",CTR-LWF,High Frequency
96,True,4.0,Most of the time,"MLB the Show 22,Call of Duty: Warzone,Multiverses,Call of Duty: Zombies,Rainbow Six Seige","I believe video games make me a better team player because for any team to succeed in any game it requires communication. You can choose several paths when playing as a team like being the guy constantly on his own losing the battles, the leader giving general direction to the team, or support to ensure everyone is at the best of their **abilities**. In order to decide whether to advance or play with certain strategy these decisions have to be made as a team. A team is only as strong as its weakest link so recognizing the **strengths and weaknesses** of every member can allow you to prioritize certain tasks over another. It can also help determine where your teammates may need your support to prevent anyone from feeling alone or behind. Interacting with people on a daily basis creates a common goal and stronger sense of community between the group. You want to succeed but also want to see your friends succeed just the same. All these lessons can be found being a gamer.",CLB-MNG,High Frequency
