final score,gamer?,game days / week,team frequency,top 5 games,games essay,CODE,Gamer Group
15,True,3,Some of the time,"Cuphead,Sekiro ,Hollow Knight,MW3,Apex","I rarely play games involving teams but when I do I think it helps a lot with being a team player. It’s important to assign roles or at least acknowledge strengths/weaknesses of each member. Everyone is working towards the same goal, making it easier to **work together**. I don’t think this will translate to CS because of one key factor: everyone in a team on a game are friends. It’s easier to work with friends in a game played for fun vs a group project with strangers done for a grade.",CLB-COP,Low Frequency
15,True,3,Some of the time,"Cuphead,Sekiro ,Hollow Knight,MW3,Apex","I rarely play games involving teams but when I do I think it helps a lot with being a team player. It’s important to assign roles or at least acknowledge **strengths**/weaknesses of each member. Everyone is working towards the same goal, making it easier to work together. I don’t think this will translate to CS because of one key factor: everyone in a team on a game are friends. It’s easier to work with friends in a game played for fun vs a group project with strangers done for a grade.",CLB-MNG,Low Frequency
15,True,3,Some of the time,"Cuphead,Sekiro ,Hollow Knight,MW3,Apex","I rarely play games involving teams but when I do I think it helps a lot with being a team player. It’s important to assign roles or at least acknowledge strengths/weaknesses of each member. Everyone is working towards the same **goal**, making it easier to work together. I don’t think this will translate to CS because of one key factor: everyone in a team on a game are friends. It’s easier to work with friends in a game played for fun vs a group project with strangers done for a grade.",PRO-GOL,Low Frequency
15,True,3,Some of the time,"Cuphead,Sekiro ,Hollow Knight,MW3,Apex","I rarely play games involving **teams** but when I do I think it helps a lot with being a **team player**. It’s important to assign roles or at least acknowledge strengths/weaknesses of each member. Everyone is working towards the same goal, making it easier to work together. I don’t think this will translate to CS because of one key factor: everyone in a team on a game are friends. It’s easier to work with friends in a game played for fun vs a **group** project with strangers done for a grade.",INT-GRP,Low Frequency
81,True,3,Most of the time,"Grand theft auto,Call of Duty,sons of the forest,fortnite,Ncaa football 14",Yes I believe that my gaming can make me a better team player because I it makes me more used to working together with a team to achieve a **specific** goal. Each player has a **specific** task to help us win the game and that is exactly how it would be to complete a team asignment,COM-CLR,Low Frequency
81,True,3,Most of the time,"Grand theft auto,Call of Duty,sons of the forest,fortnite,Ncaa football 14",Yes I believe that my gaming can make me a better team player because I it makes me more used to **working together** with a team to achieve a specific goal. Each player has a specific task to help us win the game and that is exactly how it would be to complete a team asignment,CLB-COP,Low Frequency
81,True,3,Most of the time,"Grand theft auto,Call of Duty,sons of the forest,fortnite,Ncaa football 14",Yes I believe that my gaming can make me a better team player because I it makes me more used to working together with a team to achieve a specific **goal**. Each player has a specific task to help us win the game and that is exactly how it would be to complete a team asignment,PRO-GOL,Low Frequency
81,True,3,Most of the time,"Grand theft auto,Call of Duty,sons of the forest,fortnite,Ncaa football 14",Yes I believe that my gaming can make me a better **team player** because I it makes me more used to working together with a team to achieve a specific goal. Each player has a specific task to help us win the game and that is exactly how it would be to complete a team asignment,INT-GRP,Low Frequency
81,True,3,Most of the time,"Grand theft auto,Call of Duty,sons of the forest,fortnite,Ncaa football 14",Yes I believe that my gaming can make me a better team player because I it makes me more used to working together with a team to achieve a specific goal. Each player has a specific task to **help** us win the game and that is exactly how it would be to complete a team asignment,INT-OTH,Low Frequency
85,True,7,Most of the time,"Hollow Knight,League of Legends,Final Fantasy 14,Sly Cooper 2,Lethal Company",Yes. I mainly play collaborative games which require **effective communication** in order to achieve goals. Being able to work with people of all personality types and backgrounds is essential to succeed.,COM-EFF,High Frequency
85,True,7,Most of the time,"Hollow Knight,League of Legends,Final Fantasy 14,Sly Cooper 2,Lethal Company",Yes. I mainly play **collaborative** games which require effective communication in order to achieve goals. Being able to work with people of all personality types and backgrounds is essential to succeed.,CLB-COP,High Frequency
85,True,7,Most of the time,"Hollow Knight,League of Legends,Final Fantasy 14,Sly Cooper 2,Lethal Company",Yes. I mainly play collaborative games which require effective communication in order to **achieve goals**. Being able to work with people of all personality types and backgrounds is essential to succeed.,PRO-GOL,High Frequency
92,True,3,Always,"Rocket League,CS2,Payday 2,Rust,Phasmophobia",I'm heavily introverted but gaming has helped me understand the importance of **teamwork**,INT-GRP,Low Frequency
96,True,4,Some of the time,"Elden Ring,Fortnite,Minecraft,Resident evil 4,Dead By Daylight","It does, finding ways to accurately and concisely communicate with others is a requirement for performing well in many games. Being able to accurately convey what you think everyone should do and also listen to what the whole **group** is trending towards. ",INT-GRP,High Frequency
87,True,3,Some of the time,"The Sims 4,Stardew Valley,Papers Please,Don't Starve Together,Potioncraft",I guess so since it helps me better communicate myself with other people. I've gotten much better at giving directions and listening to others since I've started playing games with others.,UNCODED,Low Frequency
74,True,0,Some of the time,"Assassin's Creed Unity,Ghost Recon Wildlands,Red Dead Redemption 2,Hitman 2,Assassin's Creed 3","Gaming makes us a better team player because we learn to utilize each person's **strengths and weaknesses** in the right ways. For example, we make the clumsy player a stealth build, and we won't send the cautious person into combat. Each to his own **strengths**.

 ",CLB-MNG,Low Frequency
74,True,0,Some of the time,"Assassin's Creed Unity,Ghost Recon Wildlands,Red Dead Redemption 2,Hitman 2,Assassin's Creed 3","Gaming makes us a better **team player** because we learn to utilize each person's strengths and weaknesses in the right ways. For example, we make the clumsy player a stealth build, and we won't send the cautious person into combat. Each to his own strengths.

 ",INT-GRP,Low Frequency
81,True,2,Always,",League of Legends,,,","Different players have different roles, finding your role in a **specific** situation leads to the best outcome for the whole crew. Roles are not static, if in some point I find myself moving from the most knowledgeable to the least due to changing topics or circumstances, a good role player recognizes that and abdicates the leadership position. ",COM-CLR,Low Frequency
81,True,2,Always,",League of Legends,,,","Different players have different roles, finding your **role** in a specific situation leads to the best outcome for the whole crew. Roles are not static, if in some point I find myself moving from the most knowledgeable to the least due to changing topics or circumstances, a good **role** player recognizes that and abdicates the leadership position. ",CLB-MNG,Low Frequency
81,True,2,Always,",League of Legends,,,","Different players have different roles, finding your role in a specific situation leads to the best outcome for the whole crew. Roles are not static, if in some point I find myself moving from the most knowledgeable to the least due to **changing** topics or circumstances, a good role player recognizes that and abdicates the leadership position. ",PRO-ADP,Low Frequency
89,True,7,Some of the time,"Chivalry 2,Hunt: Showdown,Overwatch 2,SIGNALIS,ULTRAKILL","Maybe in a real time communication sense, but beyond an ability to identify and communicate threats I don't think it translates well to long term project development.",UNCODED,High Frequency
98,True,4,Most of the time,"Rainbow six siege,League of legends ,Age of empires II,Lethal company,Solitaire","Yes, it teaches quick and efficient communication. Additionally it teaches time management, and how to work well under **pressure** ",COM-PSR,High Frequency
98,True,4,Most of the time,"Rainbow six siege,League of legends ,Age of empires II,Lethal company,Solitaire","Yes, it teaches **quick** and **efficient** communication. Additionally it teaches time management, and how to work well under pressure ",COM-EFF,High Frequency
97,True,3,Half of the time,"FC 24,Super Smash Bros Ultimate,Overwatch,Mario Kart Deluxe,Fortnite","I would say that my gaming makes me a better team player in a few ways. When playing Overwatch and Fortnite, it is vital that I am communicating with my teammates **efficiently**, making sure I am thinking of the needs of my teammates, and remembering that I have other people to rely on to help me as well. All of these attributes I believe help me a better team player for all team situations in life. ",COM-EFF,Low Frequency
97,True,3,Half of the time,"FC 24,Super Smash Bros Ultimate,Overwatch,Mario Kart Deluxe,Fortnite","I would say that my gaming makes me a better **team player** in a few ways. When playing Overwatch and Fortnite, it is vital that I am communicating with my teammates efficiently, making sure I am thinking of the needs of my teammates, and remembering that I have other people to rely on to help me as well. All of these attributes I believe help me a better **team player** for all team situations in life. ",INT-GRP,Low Frequency
97,True,3,Half of the time,"FC 24,Super Smash Bros Ultimate,Overwatch,Mario Kart Deluxe,Fortnite","I would say that my gaming makes me a better team player in a few ways. When playing Overwatch and Fortnite, it is vital that I am communicating with my teammates efficiently, making sure I am thinking of the needs of my teammates, and remembering that I have other people to rely on to **help** me as well. All of these attributes I believe **help** me a better team player for all team situations in life. ",INT-OTH,Low Frequency
96,True,4,Some of the time,"Satisfactory,Rust,Madden,Skyrim,Geometry Dash","I would say that it does. The game I play mostly is playable on your own, but goes much smoother when playing with someone else or a group. It essentially encourages **working as a team**. Being able to communicate and operate as a team is very beneficial and I think the skills developed doing this certainly translate to other situations.",CLB-COP,High Frequency
96,True,4,Some of the time,"Satisfactory,Rust,Madden,Skyrim,Geometry Dash","I would say that it does. The game I play mostly is playable on your own, but goes much smoother when playing with someone else or a group. It essentially encourages working as a team. Being able to communicate and operate as a team is very beneficial and I think the **skills** developed doing this certainly translate to other situations.",CLB-MNG,High Frequency
96,True,4,Some of the time,"Satisfactory,Rust,Madden,Skyrim,Geometry Dash","I would say that it does. The game I play mostly is playable on your own, but goes much smoother when playing with someone else or a **group**. It essentially encourages working as a team. Being able to communicate and operate as a team is very beneficial and I think the skills developed doing this certainly translate to other situations.",INT-GRP,High Frequency
80,True,4,Half of the time,"Factorio,Minecraft,Super Smash Bros Ultimate,Deep Rock Galactic,Fortnite","I'm sure that team games make you a better team player, mostly from a coordination and communication perspective. However, many team games are very **fast** paced, which may not translate as well to work/school. ",COM-EFF,High Frequency
80,True,4,Half of the time,"Factorio,Minecraft,Super Smash Bros Ultimate,Deep Rock Galactic,Fortnite","I'm sure that team games make you a better team player, mostly from a **coordination** and communication perspective. However, many team games are very fast paced, which may not translate as well to work/school. ",CLB-COP,High Frequency
80,True,4,Half of the time,"Factorio,Minecraft,Super Smash Bros Ultimate,Deep Rock Galactic,Fortnite","I'm sure that team games make you a better **team player**, mostly from a coordination and communication perspective. However, many team games are very fast paced, which may not translate as well to work/school. ",INT-GRP,High Frequency
80,True,4,Half of the time,"Factorio,Minecraft,Super Smash Bros Ultimate,Deep Rock Galactic,Fortnite","I'm sure that team games make you a better team player, mostly from a coordination and communication **perspective**. However, many team games are very fast paced, which may not translate as well to work/school. ",INT-PER,High Frequency
94,True,7,Most of the time,"Escape from Tarkov,League of Legends,Rocket League ,,",I think that it does! I see myself as a leader when it comes to team games and I think that this quality has transferred over to a lot of my team assignments or roles in my everyday life! ,UNCODED,High Frequency
94,True,4,Most of the time,"Fortnite,The Finals,Far Cry 4,Super Smash Bros.,Mario Kart",I think gaming makes me a better team player through trying to understand the **strengths and weaknesses** of my teammates in order to win the game.,CLB-MNG,High Frequency
94,True,4,Most of the time,"Fortnite,The Finals,Far Cry 4,Super Smash Bros.,Mario Kart",I think gaming makes me a better **team player** through trying to understand the strengths and weaknesses of my teammates in order to win the game.,INT-GRP,High Frequency
89,True,5,Half of the time,"For Honor,Mortal Kombat 1,Baldur's Gate 3,Halo Wars 2,Rocket League",I feel like it does. In most games I have to depend on others to help me win I prefer them to have mics so that we can strategize and make **efficient** changes to how we are playing on the fly. Mostly everyone is receptive to new strats and ideas and with some teams I have found I still game with them today due to how well we can play when we are together.,COM-EFF,High Frequency
89,True,5,Half of the time,"For Honor,Mortal Kombat 1,Baldur's Gate 3,Halo Wars 2,Rocket League",I feel like it does. In most games I have to depend on others to help me win I prefer them to have mics so that we can **strategize** and make efficient changes to how we are playing on the fly. Mostly everyone is receptive to new strats and ideas and with some teams I have found I still game with them today due to how well we can play when we are together.,PRO-STR,High Frequency
89,True,5,Half of the time,"For Honor,Mortal Kombat 1,Baldur's Gate 3,Halo Wars 2,Rocket League",I feel like it does. In most games I have to depend on others to help me win I prefer them to have mics so that we can strategize and make efficient changes to how we are playing on the fly. Mostly everyone is receptive to new strats and ideas and with some **teams** I have found I still game with them today due to how well we can play when we are together.,INT-GRP,High Frequency
89,True,5,Half of the time,"For Honor,Mortal Kombat 1,Baldur's Gate 3,Halo Wars 2,Rocket League",I feel like it does. In most games I have to depend on others to **help** me win I prefer them to have mics so that we can strategize and make efficient changes to how we are playing on the fly. Mostly everyone is receptive to new strats and ideas and with some teams I have found I still game with them today due to how well we can play when we are together.,INT-OTH,High Frequency
84,True,3,Some of the time,"Zelda TOTK,Halo Infinite,Spider Heck,Mindustry,Unrailed!","There is a level of success needed when operating as a team. In particular, I have found the most useful application of my focus to be working as hard as I can at my own tasks while maintaining awareness of how my teammates are working. Two people frequently finish a task faster than one person can, leaving both team members to work **efficiently** elsewhere... Or in other words, I'm pretty good at watching for my teammates when they get in over their head in Halo. I prefer switching between frontrunning and sniping (support). ",COM-EFF,Low Frequency
84,True,3,Some of the time,"Zelda TOTK,Halo Infinite,Spider Heck,Mindustry,Unrailed!","There is a level of success needed when operating as a team. In particular, I have found the most useful application of my focus to be working as hard as I can at my own tasks while maintaining awareness of how my teammates are working. Two people frequently finish a task faster than one person can, leaving both team members to work efficiently elsewhere... Or in other words, I'm pretty good at watching for my teammates when they get in over their head in Halo. I prefer switching between frontrunning and sniping (**support**). ",INT-OTH,Low Frequency
84,True,3,Some of the time,"Zelda TOTK,Halo Infinite,Spider Heck,Mindustry,Unrailed!","There is a level of success needed when operating as a team. In particular, I have found the most useful application of my focus to be working as hard as I can at my own tasks while maintaining **awareness** of how my teammates are working. Two people frequently finish a task faster than one person can, leaving both team members to work efficiently elsewhere... Or in other words, I'm pretty good at watching for my teammates when they get in over their head in Halo. I prefer switching between frontrunning and sniping (support). ",INT-AWR,Low Frequency
85,True,3,Most of the time,"Risk of Rain 2,The Finals,Lethal Company,Dirt Rally,Overwatch",Yes I think gaming does make me a better team player. It teaches me good **coordination** skills and communication.,CLB-COP,Low Frequency
85,True,3,Most of the time,"Risk of Rain 2,The Finals,Lethal Company,Dirt Rally,Overwatch",Yes I think gaming does make me a better team player. It teaches me good coordination **skills** and communication.,CLB-MNG,Low Frequency
85,True,3,Most of the time,"Risk of Rain 2,The Finals,Lethal Company,Dirt Rally,Overwatch",Yes I think gaming does make me a better **team player**. It teaches me good coordination skills and communication.,INT-GRP,Low Frequency
100,True,1,Some of the time,"Elden Ring,Pokemon ,Balders Gate 3,Zelda,Elder Scrolls online","In team-based games where there are options for different roles that can be played, I usually pick a support role and a healer if able. I have to pay attention to my teammates and respond to their needs while also trying to keep myself alive. I think this makes me good at helping others with what they need while being able to maintain my own needs. I think that my drive to play a supporting character is more a **direct** reflection of who I am and how I like to help others in the world. I think this makes me a good team player and adaptable to many different types of teams. ",COM-CLR,Low Frequency
100,True,1,Some of the time,"Elden Ring,Pokemon ,Balders Gate 3,Zelda,Elder Scrolls online","In team-based games where there are options for different roles that can be played, I usually pick a support **role** and a healer if able. I have to pay attention to my teammates and respond to their needs while also trying to keep myself alive. I think this makes me good at helping others with what they need while being able to maintain my own needs. I think that my drive to play a supporting character is more a direct reflection of who I am and how I like to help others in the world. I think this makes me a good team player and adaptable to many different types of teams. ",CLB-MNG,Low Frequency
100,True,1,Some of the time,"Elden Ring,Pokemon ,Balders Gate 3,Zelda,Elder Scrolls online","In team-based games where there are options for different roles that can be played, I usually pick a support role and a healer if able. I have to pay attention to my teammates and respond to their needs while also trying to keep myself alive. I think this makes me good at helping others with what they need while being able to maintain my own needs. I think that my drive to play a supporting character is more a direct reflection of who I am and how I like to help others in the world. I think this makes me a good **team player** and adaptable to many different types of **teams**. ",INT-GRP,Low Frequency
100,True,1,Some of the time,"Elden Ring,Pokemon ,Balders Gate 3,Zelda,Elder Scrolls online","In team-based games where there are options for different roles that can be played, I usually pick a **support** role and a **healer** if able. I have to pay attention to my teammates and respond to their needs while also trying to keep myself alive. I think this makes me good at **helping others** with what they need while being able to maintain my own needs. I think that my drive to play a supporting character is more a direct reflection of who I am and how I like to **help** others in the world. I think this makes me a good team player and adaptable to many different types of teams. ",INT-OTH,Low Frequency
76,True,3,Never,"2k ,Madden ,Apex,GTA,Fallout","Give  you an understanding of everyone Everyone’s **strengths and weaknesses**, so you each can devise A plan to implement the best strategy to meet the end goal 

 ",CLB-MNG,Low Frequency
76,True,3,Never,"2k ,Madden ,Apex,GTA,Fallout","Give  you an understanding of everyone Everyone’s strengths and weaknesses, so you each can devise A **plan** to implement the best **strategy** to meet the end goal 

 ",PRO-STR,Low Frequency
76,True,3,Never,"2k ,Madden ,Apex,GTA,Fallout","Give  you an understanding of everyone Everyone’s strengths and weaknesses, so you each can devise A plan to implement the best strategy to meet the end **goal** 

 ",PRO-GOL,Low Frequency
87,True,3,Half of the time,"Lethal Company,Fallout 4,Overwatch 2,Plants vs Zombies,GTA 4","Yes it does. Especially in Lethal Company, you have to work as a team to accomplish the profit quota by collecting scrap from abandoned places while avoiding hazards, monsters and traps. Furthermore, you have to **effectively communicate** with your team members through walkie talkies to alert or help each other.",COM-EFF,Low Frequency
87,True,3,Half of the time,"Lethal Company,Fallout 4,Overwatch 2,Plants vs Zombies,GTA 4","Yes it does. Especially in Lethal Company, you have to **work as a team** to accomplish the profit quota by collecting scrap from abandoned places while avoiding hazards, monsters and traps. Furthermore, you have to effectively communicate with your team members through walkie talkies to alert or help each other.",CLB-COP,Low Frequency
87,True,3,Half of the time,"Lethal Company,Fallout 4,Overwatch 2,Plants vs Zombies,GTA 4","Yes it does. Especially in Lethal Company, you have to work as a team to accomplish the profit quota by collecting scrap from abandoned places while avoiding hazards, monsters and traps. Furthermore, you have to effectively communicate with your team members through walkie talkies to alert or **help** each other.",INT-OTH,Low Frequency
94,True,7,Half of the time,"osu!,CS2,league,minecraft,terraria","Yeah, It makes me be able to **effectively communicate** and rotate who should lead based on what are the needs and objectives of the team.",COM-EFF,High Frequency
82,True,5,Some of the time,"Age of Empires 2,Borderlands 2,,,","Probably at first, but I've been playing age of empires forever so I'm not sure.",UNCODED,High Frequency
89,True,5,Most of the time,"Halo Infinite,Call of Duty,Diablo IV,Animal Crossing,Mario Kart","Yes, it does. Gaming makes me a better **team player** because when the games get more difficult to win, you need to work flawlessly as a team to get the win. It makes you more patient even if your teammates are not the best, you still to get them to work as part of the team and encourage them not to give up. ",INT-GRP,High Frequency
89,True,5,Most of the time,"Halo Infinite,Call of Duty,Diablo IV,Animal Crossing,Mario Kart","Yes, it does. Gaming makes me a better team player because when the games get more difficult to win, you need to work flawlessly as a team to get the win. It makes you more patient even if your teammates are not the best, you still to get them to work as part of the team and **encourage** them not to give up. ",INT-ENC,High Frequency
89,True,5,Most of the time,"Halo Infinite,Call of Duty,Diablo IV,Animal Crossing,Mario Kart","Yes, it does. Gaming makes me a better team player because when the games get more difficult to win, you need to work flawlessly as a team to get the win. It makes you more **patient** even if your teammates are not the best, you still to get them to work as part of the team and encourage them not to give up. ",INT-PAT,High Frequency
71,True,5,Most of the time,"Halo Infinite,Call of Duty,Diablo,Runescape,Mario games",Yes since it helps you **coordinate** and execute plans with others in order to achieve a goal [winning the game]. ,CLB-COP,High Frequency
71,True,5,Most of the time,"Halo Infinite,Call of Duty,Diablo,Runescape,Mario games",Yes since it helps you coordinate and execute plans with others in order to achieve a **goal** [winning the game]. ,PRO-GOL,High Frequency
97,True,3,Half of the time,"Smite,Dark Souls,Counter-Strike,Final Fantasy,Street Fighter",I think the team games I play do. They've helped me practice **coordination** and communication in a team as well as to build trust with the others on the team.,CLB-COP,Low Frequency
97,True,3,Half of the time,"Smite,Dark Souls,Counter-Strike,Final Fantasy,Street Fighter",I think the team games I play do. They've helped me practice coordination and communication in a team as well as to build **trust** with the others on the team.,CLB-CMR,Low Frequency
91,True,6,Some of the time,"Team Fortress 2,Hearthstone,Hollow Knight,ULTRAKILL,Factorio","Yes. I have experience playing on competitive teams for games, and being able to bounce ideas, plans, or strategies off the team is crucial to playing at an optimal level. Even in a more casual setting, its important to be able to rely on your teammates without communication, because if everyone fills there **role** you will get the job done.",CLB-MNG,High Frequency
91,True,6,Some of the time,"Team Fortress 2,Hearthstone,Hollow Knight,ULTRAKILL,Factorio","Yes. I have experience playing on competitive **teams** for games, and being able to bounce ideas, plans, or strategies off the team is crucial to playing at an optimal level. Even in a more casual setting, its important to be able to rely on your teammates without communication, because if everyone fills there role you will get the job done.",INT-GRP,High Frequency
100,True,5,Some of the time,"Minecraft,Slime Rancher 2,Halo Reach,Stardew Valley,Hollow Knight","I don't play team games very often, but I believe even the non team based ones make me a better team player. This is because the non team based ones tend to have quest lines that call for cooperation with an npc, so even if I'm not playing in a team with real people my goal is still team oriented. This means I have to be conscious of the other player/npc in the game to succeed. For example if I abandon an npc to complete a quest more **quickly** and the npc dies I have to start over so I have to instead monitor them and make sure we both make it to our goal. ",COM-EFF,High Frequency
100,True,5,Some of the time,"Minecraft,Slime Rancher 2,Halo Reach,Stardew Valley,Hollow Knight","I don't play team games very often, but I believe even the non team based ones make me a better team player. This is because the non team based ones tend to have quest lines that call for **cooperation** with an npc, so even if I'm not playing in a team with real people my goal is still team oriented. This means I have to be conscious of the other player/npc in the game to succeed. For example if I abandon an npc to complete a quest more quickly and the npc dies I have to start over so I have to instead monitor them and make sure we both make it to our goal. ",CLB-COP,High Frequency
100,True,5,Some of the time,"Minecraft,Slime Rancher 2,Halo Reach,Stardew Valley,Hollow Knight","I don't play team games very often, but I believe even the non team based ones make me a better team player. This is because the non team based ones tend to have quest lines that call for cooperation with an npc, so even if I'm not playing in a team with real people my **goal** is still team oriented. This means I have to be conscious of the other player/npc in the game to succeed. For example if I abandon an npc to complete a quest more quickly and the npc dies I have to start over so I have to instead monitor them and make sure we both make it to our **goal**. ",PRO-GOL,High Frequency
100,True,5,Some of the time,"Minecraft,Slime Rancher 2,Halo Reach,Stardew Valley,Hollow Knight","I don't play team games very often, but I believe even the non team based ones make me a better **team player**. This is because the non team based ones tend to have quest lines that call for cooperation with an npc, so even if I'm not playing in a team with real people my goal is still team oriented. This means I have to be conscious of the other player/npc in the game to succeed. For example if I abandon an npc to complete a quest more quickly and the npc dies I have to start over so I have to instead monitor them and make sure we both make it to our goal. ",INT-GRP,High Frequency
34,True,1,Some of the time,"EXAPUNKS,Darkest Dungeon,Ostranauts,War of Rights,Total War: Warhammer 2","War of Rights is a civil war simulator where you are a civil war soldier. Players take different roles from private up to general. Teamwork is integral to the game, as the game supports up to 300 players on a server. Leadership is extremely important in **coordinating** attacks and defense in order to capture flags. Artillery officers must **coordinate** with infantry to ensure accurate fire. The team with more disciplined players and the best leadership have the advantage in the game. The game has made me a better team player by learning how to organize and **coordinate** together.",CLB-COP,Low Frequency
34,True,1,Some of the time,"EXAPUNKS,Darkest Dungeon,Ostranauts,War of Rights,Total War: Warhammer 2","War of Rights is a civil war simulator where you are a civil war soldier. Players take different roles from private up to general. **Teamwork** is integral to the game, as the game supports up to 300 players on a server. Leadership is extremely important in coordinating attacks and defense in order to capture flags. Artillery officers must coordinate with infantry to ensure accurate fire. The team with more disciplined players and the best leadership have the advantage in the game. The game has made me a better **team player** by learning how to organize and coordinate together.",INT-GRP,Low Frequency
92,True,2,Most of the time,"Csgo,Fortnite ,Apex legends ,,","Yeah I think it might. It helps me work on communicating with teammates, especially in somewhat **stressful**/high-stakes situations.",COM-PSR,Low Frequency
96,True,1,Some of the time,"Hylics 2,ARK: Survival Evolved,Terraria,Rainbow Six Siege,Marvel's Spider-Man","(Wanted to include as a note I gamed 24/7 6th-12th grade. However, I now play maybe once a week for 3-4 hours)

Gaming can make you a better team player through understanding that everyone has unique strengths and weaknesses; making role assignments much simpler and **efficient**.

However, I believe games effect everyone differently. Lets say a particular game helps me understand the importance of coordinating with a team to win; another individual playing the same game might see teams as a burden, hinder, or even an annoyance to their capability of winning.",COM-EFF,Low Frequency
96,True,1,Some of the time,"Hylics 2,ARK: Survival Evolved,Terraria,Rainbow Six Siege,Marvel's Spider-Man","(Wanted to include as a note I gamed 24/7 6th-12th grade. However, I now play maybe once a week for 3-4 hours)

Gaming can make you a better team player through understanding that everyone has unique strengths and weaknesses; making role assignments much simpler and efficient.

However, I believe games effect everyone differently. Lets say a particular game helps me understand the importance of **coordinating** with a team to win; another individual playing the same game might see teams as a burden, hinder, or even an annoyance to their capability of winning.",CLB-COP,Low Frequency
96,True,1,Some of the time,"Hylics 2,ARK: Survival Evolved,Terraria,Rainbow Six Siege,Marvel's Spider-Man","(Wanted to include as a note I gamed 24/7 6th-12th grade. However, I now play maybe once a week for 3-4 hours)

Gaming can make you a better team player through understanding that everyone has unique **strengths and weaknesses**; making **role** assignments much simpler and efficient.

However, I believe games effect everyone differently. Lets say a particular game helps me understand the importance of coordinating with a team to win; another individual playing the same game might see teams as a burden, hinder, or even an annoyance to their capability of winning.",CLB-MNG,Low Frequency
96,True,1,Some of the time,"Hylics 2,ARK: Survival Evolved,Terraria,Rainbow Six Siege,Marvel's Spider-Man","(Wanted to include as a note I gamed 24/7 6th-12th grade. However, I now play maybe once a week for 3-4 hours)

Gaming can make you a better **team player** through understanding that everyone has unique strengths and weaknesses; making role assignments much simpler and efficient.

However, I believe games effect everyone differently. Lets say a particular game helps me understand the importance of coordinating with a team to win; another individual playing the same game might see **teams** as a burden, hinder, or even an annoyance to their capability of winning.",INT-GRP,Low Frequency
96,True,1,Some of the time,"Hylics 2,ARK: Survival Evolved,Terraria,Rainbow Six Siege,Marvel's Spider-Man","(Wanted to include as a note I gamed 24/7 6th-12th grade. However, I now play maybe once a week for 3-4 hours)

Gaming can make you a better team player through understanding that everyone has unique strengths and weaknesses; making role assignments much simpler and efficient.

However, I believe games effect everyone differently. Lets say a particular game helps me understand the importance of coordinating with a team to win; another individual playing the same game might see teams as a **burden**, hinder, or even an annoyance to their capability of winning.",SEF-DTR,Low Frequency
95,True,3,Some of the time,"Madden 24,Beam NG drive,Asseto Corsa Competitizione,Lethal Company,Kerbal Space Program",Yes I think so. I think it mostly helps with communication **skills** to achieve a goal.,CLB-MNG,Low Frequency
95,True,3,Some of the time,"Madden 24,Beam NG drive,Asseto Corsa Competitizione,Lethal Company,Kerbal Space Program",Yes I think so. I think it mostly helps with communication skills to achieve a **goal**.,PRO-GOL,Low Frequency
83,True,4,Half of the time,"Valorant,Geometry Dash,Fortnite,Rocket League,Call of Duty","Yes 100%, Any of those games on there that I put involve me playing the game with other people on a team or at least in communication with other people(thats why I put geometry dash). These games help strengthen my mind and my Will when it comes to these things. When I play these games by myself and I die I want to quit relatively **quick** because I think I suck or something but friends helps me get motivated to stay and that I actually can improve at this things. I put Geometry Dash at #1 because I play this game often and at first I used to actually think this game was impossible but due to friends motivating me and us motivating each other and talking about tactics and skills we picked up, I have managed to actually get really good at the game, this game is a huge mental game so getting over these challenges was huge for me. Overall all of these games have taught me something about how to share ideas, how to colaborate over these ideas and how to strengthen your mindset.",COM-EFF,High Frequency
83,True,4,Half of the time,"Valorant,Geometry Dash,Fortnite,Rocket League,Call of Duty","Yes 100%, Any of those games on there that I put involve me playing the game with other people on a team or at least in communication with other people(thats why I put geometry dash). These games help strengthen my mind and my Will when it comes to these things. When I play these games by myself and I die I want to quit relatively quick because I think I suck or something but friends helps me get motivated to stay and that I actually can improve at this things. I put Geometry Dash at #1 because I play this game often and at first I used to actually think this game was impossible but due to friends motivating me and us motivating each other and talking about tactics and **skills** we picked up, I have managed to actually get really good at the game, this game is a huge mental game so getting over these challenges was huge for me. Overall all of these games have taught me something about how to share ideas, how to colaborate over these ideas and how to strengthen your mindset.",CLB-MNG,High Frequency
83,True,4,Half of the time,"Valorant,Geometry Dash,Fortnite,Rocket League,Call of Duty","Yes 100%, Any of those games on there that I put involve me playing the game with other people on a team or at least in communication with other people(thats why I put geometry dash). These games help strengthen my mind and my Will when it comes to these things. When I play these games by myself and I die I want to quit relatively quick because I think I suck or something but friends helps me get motivated to stay and that I actually can improve at this things. I put Geometry Dash at #1 because I play this game often and at first I used to actually think this game was impossible but due to friends motivating me and us motivating each other and talking about **tactics** and skills we picked up, I have managed to actually get really good at the game, this game is a huge mental game so getting over these challenges was huge for me. Overall all of these games have taught me something about how to share ideas, how to colaborate over these ideas and how to strengthen your mindset.",PRO-STR,High Frequency
